,0,1,2,3,4,5,6,7,8,9,10,11
0,0.006747833286179056,0.001877824924769476,0.002526469978784004,0.00249960809825464,0.0015028519465927223,0.00036898091114168405,0.0008110281714461962,0.0009166108519809674,0.002551633081519344,0.0007409296942057682,0.0013201436747827858,0.00210971415097112
1,0.10750513387647674,0.0541504436442594,0.004562634426165259,0.2891970027250904,0.49590284271869556,0.0018497035242321619,0.0012299163118301066,0.002835145345206602,0.006001388409170059,0.001348228430290527,0.004384931963074297,0.0023134041816456332
2,0.8368997679952281,0.019442391591036993,0.004948001086935687,0.07888351685502885,0.00856024112331153,0.003445185974836325,0.0012363507277397489,0.0026642521095756495,0.005974826887414816,0.004055358170735964,0.011019206657542028,0.004981608860701264
3,0.026054428697365278,0.030275312291650737,0.008182097588154516,0.8330562784866189,0.0446170340892998,0.004439153759757825,0.002162965517513833,0.001969050231880841,0.010568048527458056,0.0020774786104144883,0.006254374938289438,0.004386764943700425
4,0.013851770776381334,0.8393287829716398,0.0034160047053944246,0.011754250116241408,0.06710105131476571,0.004421785913185466,0.002713199286927737,0.003181151182574224,0.01094078651137706,0.002645047164853162,0.0036996967138352007,0.003512103135703313
5,0.6440051666111027,0.0273754935587631,0.01485629534977332,0.06798890691987221,0.04430516580213324,0.017150263513783445,0.008563876157729973,0.008613000192855913,0.03432303517665674,0.02114235667666924,0.03577080110374303,0.024482768565640283
6,0.0008588724391268475,0.0017146980499175763,0.0002843463526496844,0.0010402080918330608,0.0009316195570453194,0.0031953082863202635,0.006425308522424888,0.008233485565404673,0.9614354283898893,0.0035476074719412104,0.000687908715086197,0.01006039931405028
7,0.03548132699967652,0.010600954827765307,0.0012258953156212805,0.272567691081459,0.6671939455154074,0.000396656217367597,0.00010806985111388149,0.00023992647019119084,0.0026293458350471906,0.00016950466536716293,0.0006715229994670768,0.0010422822026095065
8,0.5109608067497292,0.016886032857099234,0.015728818856978098,0.022680919143793155,0.012875282155115249,0.03494696262826811,0.03056681025530034,0.04328094894733557,0.12823595597809648,0.053990446448248824,0.031199360171245027,0.042535429602751494
9,0.02050602651365461,0.024926774076739232,0.0039105441978820165,0.7949191199604095,0.1020714711923588,0.003603797130527782,0.0010900163567726148,0.0027659835300265913,0.005303210730932929,0.0026248690083303695,0.004906848129164722,0.003787523988306693
10,0.03861406921377365,0.0054630032333871205,0.0041102568422016796,0.010575995111096843,0.004162777283723825,0.08788985946354974,0.0434731155599463,0.6333645563717712,0.032594451949454956,0.03797508217121194,0.027003105622089497,0.055784776129133365
11,0.06455899268160564,0.002174535457524628,0.0029119798236234696,0.01493087619780619,0.00356088117415229,0.010927259420682648,0.0014450528628180896,0.0052265401564094175,0.009443694213863395,0.011211794576747078,0.851118430455794,0.009131231094121174
12,0.0018366488507712353,0.0003612718036907181,0.0003683045873321927,0.0004479338163112676,0.0002912099095696875,0.009463458996353038,0.020466232275479744,0.011666706839036664,0.932574290408938,0.01000304986026796,0.0031465460941925054,0.007413239290523639
13,0.04118827400733071,0.03892488143669954,0.006121362499167893,0.7879595589166417,0.04716043707435787,0.00403858775508669,0.0022750555331765513,0.0067955553017939535,0.006336543412321248,0.006254630870099762,0.013044337089483013,0.006852411653147769
14,0.006381659609495032,0.0014979169477008115,0.0014792210200533153,0.003439538183751655,0.0013438050196862628,0.016063423143346446,0.008394681268276557,0.0060765735135413276,0.9197851069329591,0.016393111487816234,0.002123249744526566,0.009624148495886671
15,0.03547540211993535,0.025124461556136207,0.005011111148213421,0.8031591261585734,0.07430954745969393,0.004211020417926471,0.0012729180482808531,0.0034493337552571517,0.0047770298541851665,0.004294677070593554,0.00329590915372313,0.004517364302435636
16,0.7245352602558524,0.02434993955955233,0.008784120789199552,0.09203428319539761,0.0148949553599832,0.007176398639145508,0.004760414823234986,0.007870708287551039,0.012638069754782672,0.009614558664706284,0.03035090279120875,0.017547647198370344
17,0.039927522473056115,0.021188999180246776,0.0010807989951253712,0.13923845848881508,0.6057392826083916,0.007911733427994769,0.000581296494378977,0.002663539506141615,0.012179708749288415,0.05751777510333116,0.07119243448377022,0.029467639087584645
18,0.012563844166802172,0.022198644838051125,0.0020268416471033407,0.9115062321391593,0.026139676036987414,0.0020943767860427415,0.0004871900209187944,0.0013174424629698827,0.0033729448643252734,0.001415284067029781,0.0014597062590188895,0.003910237226010824
19,0.007762282679810522,0.8510768723336133,0.0013903855563159664,0.06229325664893159,0.06337376299050562,0.0006534992625944731,0.00020958930679009443,0.001376921013161945,0.0027579048146156985,0.0004909392873867609,0.0003391384537586861,0.0009048852789716721
20,0.05366500405870815,0.03580908941280834,0.001958298482133926,0.8266499014419542,0.04802902071655312,0.001605857027335832,0.0010031333767933437,0.0029092868187423214,0.006839324658301196,0.0027625099995858475,0.0021471949331766,0.0026889616136782733
21,0.07410478595590407,0.029250478027538742,0.011595841810883559,0.7021390027119869,0.04409425147687511,0.008028643398206916,0.0051799355189809815,0.009172512132574463,0.01732334956119463,0.010254562527964165,0.01962855889554914,0.010191186990450858
22,0.0494927979543487,0.0014998342875913286,0.0008115808586794211,0.001670235885091606,0.003439361954486225,0.024702733907751462,0.007880262781210751,0.025067390284919357,0.7681157919533396,0.01612250614181619,0.07206212712347335,0.022126714917584243
23,0.04476327503220996,0.6595246925360718,0.00817559366490682,0.14218424777931082,0.05616101496272872,0.00719445089676604,0.0028353218158941105,0.005176309278283479,0.011436870920540309,0.0060343796450752565,0.004798943813166205,0.004974309919361398
24,0.00024962316757565683,7.976312332660173e-05,0.0004367080964945991,0.00036040859097500667,1.9429035647495602e-05,1.007219605068754e-05,1.8972357860551204e-05,1.3343487760888302e-05,9.212800843564927e-05,6.585175229205021e-06,1.6496451584941556e-05,2.004500303477123e-05
25,0.0010192685760588456,0.00018652723958409123,0.00022557790084011068,0.00040658392410959453,0.0003075632875579728,0.029312425833142624,0.00786474076873669,0.005823773695938354,0.9423167184375362,0.0028844919533282712,0.00180181722955495,0.0060019548771602805
26,0.04125285505482589,0.733836646929096,0.002124340191215606,0.055493350210747645,0.0751128180213004,0.01130302108150533,0.0015706877145138264,0.006466615872825457,0.014590930927239048,0.010877074251260738,0.005333304649337359,0.02493980989773403
